x y z
6.49162 -3.74794 0.248664
6.3798 -3.68338 0.21864
6.25922 -3.61376 0.18926
6.00867 -3.46911 0.15745
5.96582 -3.44437 0.13227
6.02679 -3.47957 0.109324
5.85389 -3.37975 0.0825865
5.94937 -3.43487 0.0599515
5.94951 -3.43495 0.0359711
5.6638 -3.26999 0.0114143
5.90628 -3.40999 -0.0119027
5.58579 -3.22496 -0.0337725
5.48173 -3.16488 -0.0552389
5.54215 -3.19976 -0.0781882
5.59383 -3.2296 -0.10147
5.41166 -3.12442 -0.119984
5.41127 -3.1242 -0.141796
5.40215 -3.11893 -0.163344
5.40162 -3.11863 -0.185117
5.32313 -3.07331 -0.203905
6.55604 -3.7562 0.250653
6.35729 -3.64233 0.217453
6.27984 -3.59795 0.189521
6.36712 -3.64796 0.166525
6.19408 -3.54882 0.13707
6.25519 -3.58383 0.11325
5.93448 -3.40008 0.0835638
5.90867 -3.38529 0.0594279
5.90881 -3.38538 0.0356569
5.91756 -3.39039 0.0119029
5.61387 -3.2164 -0.0112919
5.5791 -3.19647 -0.0336678
5.57896 -3.19639 -0.0561116
5.47464 -3.13663 -0.0770887
5.48305 -3.14144 -0.0992706
5.34392 -3.06173 -0.118256
5.34352 -3.0615 -0.139755
5.28184 -3.02616 -0.180667
5.16852 -2.96124 -0.197605
6.52502 -3.70974 0.248995
6.35195 -3.61134 0.21686
6.25698 -3.55735 0.188474
6.15322 -3.49836 0.160626
6.11021 -3.4739 0.134958
6.2062 -3.52848 0.112151
6.07611 -3.45452 0.0853964
5.91117 -3.36074 0.0593406
5.91131 -3.36082 0.0356045
5.894 -3.35098 0.0118331
5.71144 -3.24719 -0.0114664
5.70268 -3.2422 -0.0343485
5.71992 -3.25201 -0.0574206
5.53717 -3.14811 -0.0778217
5.45867 -3.10348 -0.0986423
5.40619 -3.07364 -0.119408
5.40579 -3.07341 -0.141116
5.3266 -3.02839 -0.181854
5.13487 -2.91938 -0.195948
6.53664 -3.68922 0.248995
6.36326 -3.59137 0.21686
6.26812 -3.53767 0.188474
6.16418 -3.47901 0.160626
6.12109 -3.45469 0.134958
6.21725 -3.50896 0.112151
6.08693 -3.43541 0.0853964
